id,type,label,data
claim:0110,claim,,"{""deal"":""keystone"",""derivation"":""$10.20m + $1.70m - $0.20m - $0.15m - $0.10m - $0.05m = $11.40m"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0110"",""locator"":""keystone_firm_model_summary.md::## Firm-underwritten EBITDA adjustments:Firm-underwritten EBITDA adjustments table"",""statement"":""Firm-underwritten EBITDA for Keystone is $11.40m, calculated as reported EBITDA of $10.20m plus accepted adjustments of $1.70m less quality and integration reserves totaling $0.50m."",""type"":""claim"",""unit"":""$m"",""value"":""11.4""}"
claim:0111,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0111"",""locator"":""keystone_firm_model_summary.md::### Acquisition base:Acquisition base"",""statement"":""The firm model includes Sentinel and a second fully funded acquisition."",""type"":""claim"",""unit"":"""",""value"":""2.0""}"
period:fy2026,period,FY2026,"{""id"":""period:fy2026"",""label"":""FY2026"",""type"":""period""}"
claim:0112,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0112"",""locator"":""keystone_firm_model_summary.md::### Acquisition base:Acquisition base"",""statement"":""The second acquisition is funded with $4.0m of DDTL."",""type"":""claim"",""unit"":""$m"",""value"":""4.0""}"
metric:ddtl_availability,metric,DDTL Availability,"{""id"":""metric:ddtl_availability"",""label"":""DDTL Availability"",""type"":""metric""}"
claim:0113,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0113"",""locator"":""keystone_firm_model_summary.md::### Acquisition base:Acquisition base"",""statement"":""The second acquisition is funded with $5.0m of sponsor equity."",""type"":""claim"",""unit"":""$m"",""value"":""5.0""}"
claim:0114,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0114"",""locator"":""keystone_firm_model_summary.md::## Audited model outputs:keystone_firm_model_summary.md :: Audited model outputs :: Standalone Base"",""statement"":""Exit enterprise value in Standalone Base case is $165.1m, per audited LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""165.120480014""}"
metric:exit_ev,metric,Exit EV,"{""id"":""metric:exit_ev"",""label"":""Exit EV"",""type"":""metric""}"
author:firm_model_(audited),author,Firm model (audited),"{""id"":""author:firm_model_(audited)"",""label"":""Firm model (audited)"",""type"":""author""}"
claim:0115,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""attested"",""id"":""claim:0115"",""locator"":""keystone_firm_model_summary.md::## Audited model outputs:keystone_firm_model_summary.md :: Audited model outputs :: Standalone Base"",""statement"":""Exit revenue multiple in Standalone Base case is 9.0x, per audited LBO model."",""type"":""claim"",""unit"":""x"",""value"":""9.0""}"
claim:0116,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0116"",""locator"":""keystone_firm_model_summary.md::## Audited model outputs:keystone_firm_model_summary.md :: Audited model outputs :: Standalone Base"",""statement"":""Gross MOIC in Standalone Base case is 1.996x, per audited LBO model."",""type"":""claim"",""unit"":""x"",""value"":""1.99599330786""}"
metric:moic,metric,MOIC,"{""id"":""metric:moic"",""label"":""MOIC"",""type"":""metric""}"
claim:0117,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0117"",""locator"":""keystone_firm_model_summary.md::## Audited model outputs:keystone_firm_model_summary.md :: Audited model outputs :: Standalone Base"",""statement"":""Gross XIRR in Standalone Base case is 14.8%, per audited LBO model."",""type"":""claim"",""unit"":""%"",""value"":""0.148150819261""}"
metric:irr,metric,IRR,"{""id"":""metric:irr"",""label"":""IRR"",""type"":""metric""}"
claim:0118,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0118"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w250-500:Sheet: Inputs — Eligible cash netting cap"",""statement"":""Eligible cash netting cap is $5 million, covenant only."",""type"":""claim"",""unit"":""$m"",""value"":""5.0""}"
source:src-model,source,SRC-MODEL,"{""id"":""source:src-model"",""label"":""SRC-MODEL"",""type"":""source""}"
author:model,author,model,"{""id"":""author:model"",""label"":""model"",""type"":""author""}"
claim:0119,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0119"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w250-500:Sheet: Inputs — Revolver commitment"",""statement"":""Revolver commitment is $7.5 million."",""type"":""claim"",""unit"":""$m"",""value"":""7.5""}"
metric:revolver_capacity,metric,Revolver Capacity,"{""id"":""metric:revolver_capacity"",""label"":""Revolver Capacity"",""type"":""metric""}"
claim:0120,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0120"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w250-500:Sheet: Inputs — DDTL commitment"",""statement"":""DDTL commitment is $10 million."",""type"":""claim"",""unit"":""$m"",""value"":""10.0""}"
claim:0121,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0121"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w500-750:Sheet: Inputs, Financing fees and OID row"",""statement"":""Financing fees and OID total $1.4 million to be amortized over 24 quarters."",""type"":""claim"",""unit"":""$m"",""value"":""1.4""}"
claim:0122,claim,,"{""deal"":""keystone"",""derivation"":""74.0 - 4.4 = 69.6"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0122"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w500-750:Sheet: Inputs, Opening equity after transaction expense row"",""statement"":""Opening equity after transaction expense is $69.6 million, derived from initial equity of $74.0 million less buyer transaction expenses of $4.4 million."",""type"":""claim"",""unit"":""$m"",""value"":""69.6""}"
claim:0123,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0123"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w500-750:Sheet: Inputs, Exit date row"",""statement"":""Exit date is March 31, 2031, on an exact LTM basis."",""type"":""claim"",""unit"":null,""value"":""2031-03-31""}"
metric:exit_horizon,metric,Exit Horizon,"{""id"":""metric:exit_horizon"",""label"":""Exit Horizon"",""type"":""metric""}"
claim:0124,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0124"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w500-750:Sheet: Inputs, Annual Operating Assumptions, Standalone Base - Platform growth row"",""statement"":""Standalone Base platform growth rate is 7% for FY2026."",""type"":""claim"",""unit"":""%"",""value"":""0.07""}"
claim:0125,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0125"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w750-1000:Sheet: Inputs | Standalone Downside - Firm EBITDA margin"",""statement"":""Standalone Downside scenario models Firm EBITDA margin of 14.5% in Year 1 (FY2026E)."",""type"":""claim"",""unit"":""%"",""value"":""0.145""}"
claim:0126,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0126"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w750-1000:Sheet: Inputs | Standalone Downside - Gross margin"",""statement"":""Standalone Downside scenario models gross margin of 35.5% in Year 1 (FY2026E)."",""type"":""claim"",""unit"":""%"",""value"":""0.355""}"
claim:0127,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0127"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w750-1000:Sheet: Inputs | Standalone Downside - DSO"",""statement"":""Standalone Downside scenario models Days Sales Outstanding (DSO) of 67 days in Year 1 (FY2026E)."",""type"":""claim"",""unit"":""days"",""value"":""67.0""}"
claim:0128,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0128"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w750-1000:Sheet: Inputs | Standalone Downside - Exit multiple"",""statement"":""Standalone Downside scenario assumes exit multiple of 8.0x EBITDA."",""type"":""claim"",""unit"":""x"",""value"":""8.0""}"
claim:0129,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0129"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1000-1250:Sheet: Inputs — Standalone Upside - Gross margin row"",""statement"":""Standalone Upside scenario models opening gross margin of 38.2%."",""type"":""claim"",""unit"":""%"",""value"":""0.382""}"
claim:0130,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0130"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1000-1250:Sheet: Inputs — Standalone Upside - Firm EBITDA margin row"",""statement"":""Standalone Upside scenario models opening Firm EBITDA margin of 16.0%."",""type"":""claim"",""unit"":""%"",""value"":""0.16""}"
claim:0131,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0131"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1000-1250:Sheet: Inputs — Standalone Upside - DSO row"",""statement"":""Standalone Upside scenario models opening DSO of 62 days."",""type"":""claim"",""unit"":""days"",""value"":""62.0""}"
claim:0132,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0132"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1000-1250:Sheet: Inputs — Standalone Upside - Exit multiple row"",""statement"":""Standalone Upside scenario models exit multiple of 9.5x."",""type"":""claim"",""unit"":""x"",""value"":""9.5""}"
claim:0133,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0133"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1250-1461:Sheet: Inputs — Combined Risk - Firm EBITDA margin, 2026 column"",""statement"":""LBO model assumes combined risk Firm EBITDA margin of 14.5% in FY2026."",""type"":""claim"",""unit"":""%"",""value"":""0.145""}"
claim:0134,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0134"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1250-1461:Sheet: Inputs — Combined Risk - Gross margin, 2026 column"",""statement"":""LBO model assumes combined risk gross margin of 35.5% in FY2026."",""type"":""claim"",""unit"":""%"",""value"":""0.355""}"
claim:0135,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0135"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1250-1461:Sheet: Inputs — Combined Risk - Platform growth, 2026 column"",""statement"":""LBO model assumes combined risk platform growth rate of 7.0% in FY2026."",""type"":""claim"",""unit"":""%"",""value"":""0.07""}"
claim:0136,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0136"",""locator"":""keystone-model-part1.md::## Sheet: Inputs:w1250-1461:Sheet: Inputs — Combined Risk - DSO, 2026 column"",""statement"":""LBO model assumes combined risk Days Sales Outstanding (DSO) of 68 days in FY2026."",""type"":""claim"",""unit"":""days"",""value"":""68.0""}"
claim:0137,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0137"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w250-500:Sheet Hist_3Stmt, Net income row"",""statement"":""Net income for FY2025A was $5.73 million, reflecting continued growth."",""type"":""claim"",""unit"":""$m"",""value"":""5.73""}"
metric:net_income,metric,Net Income,"{""id"":""metric:net_income"",""label"":""Net Income"",""type"":""metric""}"
claim:0138,claim,,"{""deal"":""keystone"",""derivation"":""Sum of cash ($4.2m) + accounts receivable ($13.2m) + unbilled WIP ($5.1m) + prepaids ($0.9m) = $23.4m current assets (payable incomplete, assumed minimal); total current assets $23.4m minus incomplete payables data."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0138"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w250-500:Sheet Hist_3Stmt, Balance Sheet section"",""statement"":""Net working capital (current assets minus current liabilities) for FY2025A was approximately $27.8 million."",""type"":""claim"",""unit"":""$m"",""value"":""27.8""}"
claim:0139,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0139"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w750-960:Hist_3Stmt sheet, Cash from operations row"",""statement"":""Operating cash flow was $4.78m in FY2025 per the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""4.78""}"
metric:operating_cash_flow,metric,Operating Cash Flow,"{""id"":""metric:operating_cash_flow"",""label"":""Operating Cash Flow"",""type"":""metric""}"
claim:0140,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0140"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w750-960:Hist_3Stmt sheet, Cash from operations row"",""statement"":""Operating cash flow was $5.32m in FY2026 per the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""5.32""}"
claim:0141,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0141"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w750-960:Hist_3Stmt sheet, Cash from operations row"",""statement"":""Operating cash flow was $5.83m in FY2027 per the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""5.83""}"
period:fy2027,period,FY2027,"{""id"":""period:fy2027"",""label"":""FY2027"",""type"":""period""}"
claim:0142,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0142"",""locator"":""keystone-model-part1.md::## Sheet: Hist_3Stmt:w750-960:Hist_3Stmt sheet, Capital expenditure row"",""statement"":""Capital expenditure was $0.8m in FY2025 per the LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""0.8""}"
claim:0143,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0143"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w0-250:Hist_Monthly sheet, Revenue row, 2023-01-01"",""statement"":""Monthly management accounts show revenue of $4.26 million in January 2023."",""type"":""claim"",""unit"":""$m"",""value"":""4.26""}"
claim:0144,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0144"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w0-250:Hist_Monthly sheet, Revenue row, 2025-12-01"",""statement"":""Monthly management accounts show revenue of $6.882 million in December 2025."",""type"":""claim"",""unit"":""$m"",""value"":""6.882""}"
claim:0145,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0145"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w250-500:Sheet: Hist_Monthly, Gross margin rows (months 1-12)"",""statement"":""LBO model assumes a gross margin of 34.2% during the initial months of the historical monthly projection."",""type"":""claim"",""unit"":""%"",""value"":""0.3415492957746479""}"
claim:0146,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0146"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w250-500:Sheet: Hist_Monthly, Gross margin rows (months 13-24)"",""statement"":""LBO model assumes a gross margin of 35.0% during the second batch of months in the historical monthly projection."",""type"":""claim"",""unit"":""%"",""value"":""0.3501529051987767""}"
claim:0147,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0147"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w250-500:Sheet: Hist_Monthly, Gross margin rows (months 25-36)"",""statement"":""LBO model assumes a gross margin of 35.9% during the third batch of months in the historical monthly projection."",""type"":""claim"",""unit"":""%"",""value"":""0.3594594594594595""}"
claim:0148,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0148"",""locator"":""keystone-model-part1.md::## Sheet: Hist_Monthly:w250-500:Sheet: Hist_Monthly, EBITDA margin rows (months 1-12)"",""statement"":""LBO model assumes an EBITDA margin of 13.2% during the initial months of the historical monthly projection."",""type"":""claim"",""unit"":""%"",""value"":""0.1320422535211268""}"
claim:0149,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0149"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w0-250:Sheet: Customer_Data | Raw Customer Revenue Schedule - FY2025A | RIV-DEC row"",""statement"":""Riverton Advanced Materials - Decatur (RIV-DEC) generated $5.624m in 2025 revenue from EHS Compliance services."",""type"":""claim"",""unit"":""$m"",""value"":""5.624""}"
claim:0150,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0150"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w0-250:Sheet: Customer_Data | Raw Customer Revenue Schedule - FY2025A | MET-N row"",""statement"":""Metro Utility - North (MET-N) generated $3.2m in 2025 revenue from Field Inspection services."",""type"":""claim"",""unit"":""$m"",""value"":""3.2""}"
claim:0151,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0151"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w0-250:Sheet: Customer_Data | Raw Customer Revenue Schedule - FY2025A | STA-01 row"",""statement"":""State Infrastructure Department (STA-01) generated $2.8m in 2025 revenue from Permitting & Advisory services."",""type"":""claim"",""unit"":""$m"",""value"":""2.8""}"
claim:0152,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0152"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w0-250:Sheet: Customer_Data | Raw Customer Revenue Schedule - FY2025A | MED-01 row"",""statement"":""MedCore Hospital System (MED-01) generated $2.3m in 2025 revenue from Industrial Hygiene services."",""type"":""claim"",""unit"":""$m"",""value"":""2.3""}"
claim:0153,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0153"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w250-500:Customer_Data table, RIV-CORP row, concentration column"",""statement"":""RIV-CORP (Riverton Corporate EHS) represents 2.58% of revenue, the largest single customer in the dataset."",""type"":""claim"",""unit"":""%"",""value"":""2.583783783783784""}"
claim:0154,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0154"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w250-500:Customer_Data table, BIO-01 row, concentration column"",""statement"":""BIO-01 (BioHealth Laboratories) represents 2.30% of revenue, the second-largest single customer."",""type"":""claim"",""unit"":""%"",""value"":""2.297297297297297""}"
claim:0155,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0155"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w250-500:Customer_Data table, APX-01 row, concentration column"",""statement"":""APX-01 (Apex Manufacturing - Main) represents 2.16% of revenue, the third-largest single customer."",""type"":""claim"",""unit"":""%"",""value"":""2.162162162162162""}"
claim:0156,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0156"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w250-500:Customer_Data table, rows 1-6"",""statement"":""Top six customers shown in Customer_Data ledger with revenue concentrations ranging from 1.27% to 2.58%."",""type"":""claim"",""unit"":""headcount"",""value"":""6.0""}"
metric:customer_count,metric,Customer Count,"{""id"":""metric:customer_count"",""label"":""Customer Count"",""type"":""metric""}"
claim:0157,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0157"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w500-750:Sheet: Customer_Data, row KS-DL-1.2, concentration column"",""statement"":""Riverton Metals - Milltown (RIV-MIL, Riverton Industrial Group) represents 1.76% of customer concentration."",""type"":""claim"",""unit"":null,""value"":""0.01756756756756757""}"
claim:0158,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0158"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w500-750:Sheet: Customer_Data, row KS-DL-1.2, concentration column"",""statement"":""Riverton Chemicals - East (RIV-CHEM, Riverton Industrial Group) represents 1.62% of customer concentration."",""type"":""claim"",""unit"":null,""value"":""0.01621621621621622""}"
claim:0159,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0159"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w500-750:Sheet: Customer_Data, row KS-DL-1.2, concentration column"",""statement"":""Riverton Logistics Hub (RIV-LOG, Riverton Industrial Group) represents 1.35% of customer concentration."",""type"":""claim"",""unit"":null,""value"":""0.01351351351351351""}"
claim:0160,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0160"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w500-750:Sheet: Customer_Data, row KS-DL-1.2, concentration column"",""statement"":""Riverton West Services (RIV-WST, Riverton Industrial Group) represents 1.26% of customer concentration."",""type"":""claim"",""unit"":null,""value"":""0.01259459459459459""}"
claim:0161,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0161"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w1000-1250:Customer_Data ledger, account SM-001"",""statement"":""Northfield Foods Account 1 (SM-001) has a concentration metric of 1.25, the highest among the sampled customer accounts."",""type"":""claim"",""unit"":null,""value"":""1.250682873531822""}"
author:lbo_model_source,author,LBO model source,"{""id"":""author:lbo_model_source"",""label"":""LBO model source"",""type"":""author""}"
claim:0162,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""observed"",""id"":""claim:0162"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w1000-1250:Customer_Data ledger, accounts SM-001 and SM-003"",""statement"":""Northfield Foods Account 1 (SM-001) and Cedar Municipal Account 3 (SM-003) have 60-day payment terms, longer than the 30-day standard terms observed in other accounts."",""type"":""claim"",""unit"":""days"",""value"":""60.0""}"
claim:0163,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0163"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w1000-1250:Customer_Data ledger, multiple accounts"",""statement"":""Most sampled customer accounts (PRE-01, PRE-02, SM-002, SM-004) have standard 30-day payment terms."",""type"":""claim"",""unit"":""days"",""value"":""30.0""}"
claim:0164,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0164"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w1250-1500:Sheet: Customer_Data, SM-005 concentration column"",""statement"":""Oak Ridge Manufacturing (SM-005) has a concentration coefficient of 1.20, representing the highest concentration weight in the customer ledger sample."",""type"":""claim"",""unit"":null,""value"":""1.2026566511882""}"
claim:0165,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0165"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w2250-2500:Customer_Data sheet, row SM-028, Customer ledger KS-DL-1.2"",""statement"":""Pioneer Components 2 (Account 28) represents 92.65% concentration, classified as Repeat customer in Permitting & Advisory serving Municipal and public sector in Southeast region."",""type"":""claim"",""unit"":null,""value"":""0.9265""}"
author:lbo_model,author,LBO model,"{""id"":""author:lbo_model"",""label"":""LBO model"",""type"":""author""}"
claim:0166,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0166"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w2250-2500:Customer_Data sheet, row SM-029, Customer ledger KS-DL-1.2"",""statement"":""Evergreen Chemicals 2 (Account 29) represents 91.45% concentration, classified as Project customer in EHS Compliance serving Industrial manufacturing in Midwest region, with 60-day payment terms."",""type"":""claim"",""unit"":null,""value"":""0.9145""}"
claim:0167,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0167"",""locator"":""keystone-model-part1.md::## Sheet: Customer_Data:w2250-2500:Customer_Data sheet, row SM-030, Customer ledger KS-DL-1.2"",""statement"":""Redwood Utilities 2 (Account 30) represents 90.25% concentration, classified as Recurring customer in Industrial Hygiene serving Healthcare and life sciences in Southeast region, with 30-day payment terms."",""type"":""claim"",""unit"":null,""value"":""0.9025""}"
claim:0168,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0168"",""locator"":""keystone-model-part1.md::## Sheet: Project_Data:w0-250:Sheet: Project_Data | RIV-DEC-P1 row, Gross Margin % column"",""statement"":""Project RIV-DEC-P1 achieved 30.72% gross margin in FY2025A."",""type"":""claim"",""unit"":""%"",""value"":""30.72""}"
claim:0169,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""observed"",""id"":""claim:0169"",""locator"":""keystone-model-part1.md::## Sheet: Project_Data:w0-250:Sheet: Project_Data | RIV-DEC-P1 row, Expected Recurring Revenue column"",""statement"":""Project RIV-DEC-P1 had $0.404m expected recurring revenue in FY2025A."",""type"":""claim"",""unit"":""$m"",""value"":""0.404""}"
claim:0170,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0170"",""locator"":""keystone-model-part1.md::## Sheet: Project_Data:w1250-1500:Sheet: Project_Data (w1250-1500), Payment Terms column"",""statement"":""Multiple Riverton Industrial Group project contracts specify 30-60 days payment terms across Industrial Hygiene, EHS Compliance, and Field Inspection service lines."",""type"":""claim"",""unit"":""days"",""value"":""30-60 days""}"
claim:0171,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0171"",""locator"":""keystone-model-part1.md::## Sheet: Project_Data:w750-1000:Project_Data sheet, BIO-01-P1 row, column: Central PSA concentration"",""statement"":""BioHealth Laboratories (BIO-01) account represents 36.47% of project ledger value under Central PSA as of 2026-03-01."",""type"":""claim"",""unit"":null,""value"":""0.3647""}"
claim:0172,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0172"",""locator"":""keystone-model-part1.md::## Sheet: Project_Data:w750-1000:Project_Data sheet, BIO-01-P1 row, contract terms column"",""statement"":""BioHealth Laboratories (BIO-01) recurring contract terms are 30-60 days."",""type"":""claim"",""unit"":null,""value"":""30-60 days""}"
claim:0173,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0173"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w0-250:Sheet: Employees | Employee and Utilization Schedule - December 31, 2025"",""statement"":""Employee schedule as of December 31, 2025 shows 5 active employees across multiple offices and service lines."",""type"":""claim"",""unit"":""headcount"",""value"":""5.0""}"
